score,s_venue,s_code,s_business,s_method,s_gap,venue,arxiv_id,published,domains,title,journal_ref,strong_hits,url
23.0,0,0,1.2,18.0,2.5,,2606.28780,2026-06-27,08-知识图谱,Multimodal Graph RAG for Long-range Visually Rich Document Understanding,,,https://arxiv.org/abs/2606.28780
22.9,0,11,0.0,6.0,0.0,,2608.20494,2026-08-20,10-MAS,Towards Traffic Modelling of Multi-Agent Systems: The Role of Coordination Topology,"SIGCOMM '26: Proceedings of the ACM SIGCOMM 2026 Conference, 2060 - 2066",,https://arxiv.org/abs/2608.20494
22.9,0,0,1.2,12.0,5.0,,2608.05906,2026-08-06,09-DataAgent-LLM,Causal Episodic Memory for Feedback-Driven Agent Repair,,,https://arxiv.org/abs/2608.05906
22.9,0,0,1.2,15.0,2.5,,2607.28942,2026-07-31,08-知识图谱,NeSyFS: A Neuro-symbolic Fast-Slow Thinking Framework for LLM Agent under Partial Observability,,,https://arxiv.org/abs/2607.28942
22.8,0,11,0.0,0,5.0,,2609.01245,2026-09-01,16-智能体工程,"Explore More, Drift Less: Outcome-Only Reinforcement Learning Can Suffice for Long-Horizon Interactive Agents",,,https://arxiv.org/abs/2609.01245
22.8,0,11,3.5,0.0,2.5,,2608.18779,2026-08-19,05-推荐系统,SIDScope: A Diagnostic Resource for Semantic-ID Interfaces in Generative Recommendation,,recommender,https://arxiv.org/abs/2608.18779
22.8,0,0,4.0,12.0,2.5,,2608.01269,2026-08-02,16-智能体工程,ACE-GraphRAG: Agentic Context Engineering for Hierarchical GraphRAG,,,https://arxiv.org/abs/2608.01269
22.8,0,0,1.2,15.0,2.5,,2607.28397,2026-07-30,08-知识图谱,GLM-RAG: Graph Language Models for Graph-Based Retrieval-Augmented Generation,,,https://arxiv.org/abs/2607.28397
22.8,0,0,14.0,6.0,0.0,,2607.12056,2026-07-13,00-电商Agent,"Designing Agent-Ready Websites for AI Web Agents: A Framework for Machine Readability, Actionability, and Decision Reliability",,catalog|e-commerce|pricing|shopping,https://arxiv.org/abs/2607.12056
22.7,0,0,4.0,12.0,0.0,,2608.29814,2026-08-30,10-MAS,FRAMEWORKERS: A Dynamic Multi-Agent Framework for AI-Generated Video Production,,,https://arxiv.org/abs/2608.29814
22.7,0,15,0.0,0.0,2.5,,2608.12610,2026-08-12,16-智能体工程,@skills: Attention is all you have,,,https://arxiv.org/abs/2608.12610
22.7,0,0,7.0,12.0,2.5,,2606.26774,2026-06-25,04-供应链,End-to-end probabilistic hierarchical forecasting of large hierarchies via probabilistic top-down,,replenishment|supply chain,https://arxiv.org/abs/2606.26774
22.6,0,0,3.5,12.0,0.0,,2609.04552,2026-09-03,11-AI人文,Continual Field-Adaptive Models (CFAMs) for Post-Deployment Physical AI,,retention,https://arxiv.org/abs/2609.04552
22.6,0,0,8.2,6.0,2.5,,2608.21243,2026-08-21,05-推荐系统,Adapting Knowledge Graphs for Behavior Denoising in Sequential Recommendation,,recommender|retention,https://arxiv.org/abs/2608.21243
22.6,0,0,0.0,15.0,2.5,,2608.14707,2026-08-11,10-MAS,Semantic Uncertainty-Guided Orchestration in Hierarchical Multi-Agent Systems,,,https://arxiv.org/abs/2608.14707
22.6,0,0,8.2,6.0,5.0,,2607.20056,2026-07-22,07-NLP-VOC,Language-Specific versus Cross-Lingual Knowledge Graphs for Implicit Aspect Identification in Arabic: A Comparative Study of Reasoning and Adaptation Strategies,,aspect-based|sentiment,https://arxiv.org/abs/2607.20056
22.5,0,0,1.2,12.0,2.5,,2609.00763,2026-09-01,08-知识图谱,Automated Tree Knowledge Graph Construction using Ontology Expansion and Retrieval from Vietnamese History Textbooks,,,https://arxiv.org/abs/2609.00763
22.5,0,4,3.5,6.0,2.5,,2608.27818,2026-08-28,00-电商Agent,AcCoRD: Evaluating User-Agent Collaboration Under Realistic User Preference Dynamics,,shopping,https://arxiv.org/abs/2608.27818
22.5,0,0,0.0,15.0,2.5,,2608.09819,2026-08-10,11-AI人文,Macaron-V1: Towards Open Continual Learning with Self-Improvement and Mixture-of-LoRA,,,https://arxiv.org/abs/2608.09819
22.5,0,0,0.0,15.0,2.5,,2608.09732,2026-08-10,16-智能体工程,ColluSkill: Adversarial Cross-Skill Composition for Evading Agent Skill Scanners,,,https://arxiv.org/abs/2608.09732
22.5,0,0,7.0,9.0,5.0,,2606.30067,2026-06-29,11-AI人文,Neural Subspace Reallocation: Continual Learning as Retrieval-Based Subspace Memory Management,,retention|return,https://arxiv.org/abs/2606.30067
22.4,0,0,1.2,15.0,0.0,,2608.22651,2026-08-23,09-DataAgent-LLM,Iteration Without Elaboration: A Simple ReAct Architecture Suffices for Text-to-SQL Generation,,,https://arxiv.org/abs/2608.22651
22.4,0,0,0.0,15.0,2.5,,2608.08468,2026-08-09,16-智能体工程,SkillsMetric: Mapping the Detection Boundary of Static Analysis for Malicious Agent Skills,,,https://arxiv.org/abs/2608.08468
22.4,0,0,3.5,15.0,0.0,,2607.25471,2026-07-28,05-推荐系统,TRWH: A Text-Driven Random Walk Heterogeneous GNN for Semantic-Aware Sparse Recommendation,,recommendation system,https://arxiv.org/abs/2607.25471
22.4,0,15,0.0,6.0,0.0,,2606.29241,2026-06-28,12-ML基础,Towards Evaluating Data Priors for Tabular Foundation Models,,,https://arxiv.org/abs/2606.29241
22.4,18,0,0.0,3.0,0.0,ICML,2606.29091,2026-06-27,12-ML基础,"Statistically Indistinguishable, Operationally Distinct: A Formal Barrier for Tabular Foundation Models",,,https://arxiv.org/abs/2606.29091
22.3,0,0,11.7,6.0,0.0,,2608.04432,2026-08-05,05-推荐系统,The Price of Isolation: Estimating the Ecosystem Cost of Symmetric Two-Sided A/B Testing,,a/b test|catalog|marketplace,https://arxiv.org/abs/2608.04432
22.1,0,0,0.0,12.0,2.5,,2609.11141,2026-09-10,09-DataAgent-LLM,Can LLMs Normalize Databases? A Benchmark and Multi-Agent Framework for Schema Normalization,,,https://arxiv.org/abs/2609.11141
22.1,0,0,3.5,9.0,2.5,,2609.04917,2026-09-04,03-时间序列|16-智能体工程,"Artificial Intelligence in Equity and Crypto Markets: Progress, Profitability Evidence, and the Limits of Automated Investing",,return,https://arxiv.org/abs/2609.04917
22.1,0,11,4.0,0.0,0.0,,2609.04901,2026-09-04,12-ML基础,Adaptation Interfaces for In-Context Tabular Foundation Models in Time-to-Event Prediction,,,https://arxiv.org/abs/2609.04901
22.1,0,0,1.2,15.0,5.0,,2606.22844,2026-06-22,16-智能体工程,RaMem: Contextual Reinstatement for Long-term Agentic Memory,,,https://arxiv.org/abs/2606.22844
22.0,0,0,0.0,15.0,2.5,,2608.02845,2026-08-03,12-ML基础,NOMADD: Numerical Optimization of Models Adapting to Data Drift,,,https://arxiv.org/abs/2608.02845
21.9,0,0,0.0,12.0,2.5,,2609.08228,2026-09-08,16-智能体工程,SE-GoS: Self-Evolving Graph-of-Skills for Skill Library at Scale,,,https://arxiv.org/abs/2609.08228
21.9,0,0,3.5,12.0,0.0,,2608.27076,2026-08-27,12-ML基础,Tabular Deep Learning for Algorithmic Trading: Cross-Regime Bayesian Optimisation for Equity Signal Generation,,return,https://arxiv.org/abs/2608.27076
21.9,0,0,1.2,15.0,0.0,,2608.17596,2026-08-18,16-智能体工程,tinyDSM: A Framework for Skill Modeling and Development for Resource-Constrained Millirobots,,,https://arxiv.org/abs/2608.17596
21.9,0,0,0.0,15.0,2.5,,2608.01423,2026-08-02,07-NLP-VOC,Scoring Rules! Statistical and Strategic Alignment for Text Evaluation Metrics,,,https://arxiv.org/abs/2608.01423
21.9,0,15,1.2,3.0,0.0,,2607.11683,2026-07-13,08-知识图谱,RAGU: A Multi-Step GraphRAG Engine with a Compact Domain-Adapted LLM,,,https://arxiv.org/abs/2607.11683
21.8,0,0,0.0,12.0,2.5,,2609.07441,2026-09-07,12-ML基础,TabBench-Bio: A Living Benchmark for Machine Learning on High-Dimensional Biomedical Tables,,,https://arxiv.org/abs/2609.07441
21.7,0,0,8.2,6.0,2.5,,2608.09408,2026-08-10,02-A_B实验,DREAM Technical Report,,a/b test|recommender,https://arxiv.org/abs/2608.09408
21.7,0,0,11.0,6.0,0.0,,2608.07593,2026-08-05,05-推荐系统|09-DataAgent-LLM,Weather- and Location-Aware Agentic Dining Recommendation: Leveraging LLM World Knowledge for Region-Sensitive Contextual Reasoning,,recommendation system|recommender,https://arxiv.org/abs/2608.07593
21.7,0,0,0.0,15.0,2.5,,2607.29422,2026-07-31,16-智能体工程,AgenticRepair: Multi-Faceted Program Context Engineering for Agentic Vulnerability Repair,,,https://arxiv.org/abs/2607.29422
21.7,0,0,5.2,12.0,2.5,,2607.03991,2026-07-04,09-DataAgent-LLM,Knowing When to Stop: Predicting Execution-Consistency Convergence in Text-to-SQL,,,https://arxiv.org/abs/2607.03991
21.6,0,0,8.2,6.0,0.0,,2609.10615,2026-09-08,15-营销投放分析,"ACT, WAIT, or EXPERIMENT: A Causal Governance Framework for Retail Price Optimization Under Abstentions",,pricing|promotion,https://arxiv.org/abs/2609.10615
21.6,0,0,10.5,6.0,0.0,,2608.11015,2026-08-11,02-A_B实验|05-推荐系统,Sona Technical Report,,a/b test|recommender|uplift,https://arxiv.org/abs/2608.11015
21.6,0,0,0.0,15.0,2.5,,2607.28269,2026-07-30,11-AI人文,Theia: Large-Scale Multimodal Captioning and Automated Validation of the Incidents1M Dataset for Data-Free Distillation,,,https://arxiv.org/abs/2607.28269
21.5,0,0,0.0,12.0,2.5,,2609.03529,2026-09-03,12-ML基础,KnowFeat: Knowledge-Guided Feature Engineering via LLM Agents,,,https://arxiv.org/abs/2609.03529
21.5,0,0,3.5,9.0,2.5,,2608.28447,2026-08-28,16-智能体工程,Learning to Use Tools: Reinforcement Learning for Tool-Integrated Mathematical Reasoning,,return,https://arxiv.org/abs/2608.28447
21.5,0,0,11.7,3.0,2.5,,2608.00938,2026-08-02,05-推荐系统,GRACE: Generative Recommender Acceleration Engine for Real-Time Ads Retrieval,,advertis|catalog|recommender,https://arxiv.org/abs/2608.00938
21.5,0,0,4.7,15.0,0.0,,2607.01387,2026-07-01,05-推荐系统,Bi-NAS: Towards Effective and Personalized Explanation for Recommender Systems via Bi-Level Neural Architecture Search,,recommender,https://arxiv.org/abs/2607.01387
21.5,0,0,2.4,15.0,2.5,,2606.31349,2026-06-30,11-AI人文,PGUDA: Pressure-Guided Unsupervised Domain Adaptation with Cross-Modal Knowledge Distillation for sEMG-Based Gesture Recognition,,,https://arxiv.org/abs/2606.31349
21.4,0,0,12.9,6.0,0.0,,2607.10260,2026-07-11,06-增长模型,Data-Driven Telecom Marketing Optimization: A Machine Learning-Based Churn Prediction and Customer Segmentation Framework,,customer churn|retention|return,https://arxiv.org/abs/2607.10260
21.3,0,0,7.0,9.0,0.0,,2608.13833,2026-08-13,02-A_B实验,AdsWorldEngine: A Self-Evolving Conversational Advertising Agent through Orchestrator and Tool Coevolution,,a/b test|advertis,https://arxiv.org/abs/2608.13833
21.3,0,0,11.7,3.0,2.5,,2607.27686,2026-07-30,13-广告分析,Evaluating and Pricing Advertisements in AI-Generated Responses,,advertis|bidding|pricing,https://arxiv.org/abs/2607.27686
21.3,0,0,0.0,18.0,0.0,,2607.19234,2026-07-21,03-时间序列|12-ML基础,In-Context Time Series Classification with Random Convolutional Features,,,https://arxiv.org/abs/2607.19234
21.3,0,4,0.0,9.0,5.0,,2607.19096,2026-07-21,16-智能体工程,Supra Cognitive Modes: A Routed Architecture for Agent Memory,,,https://arxiv.org/abs/2607.19096
21.2,0,0,0.0,12.0,2.5,,2608.29610,2026-08-30,16-智能体工程,Beyond Surface Alignment: Grounding the Dynamics of Situational Understanding and Generative Control in LLMs,,,https://arxiv.org/abs/2608.29610
21.2,0,0,3.5,6.0,5.0,,2608.29596,2026-08-30,16-智能体工程,"Towards a Systems Foundation for Agentic Skills: Architecture, Lifecycle, and Security",,marketplace,https://arxiv.org/abs/2608.29596
21.2,0,0,0.0,9.0,7,,2608.13173,2026-08-13,16-智能体工程,SkillShapley: Boundary-Adaptive Shapley Valuation for Skill Step Attribution in LLM Agents,,,https://arxiv.org/abs/2608.13173
21.2,0,0,1.2,15.0,0.0,,2608.09779,2026-08-10,08-知识图谱,KGCaRe: Explainable Complex Conditional Question Answering using Automatic Knowledge Graph Construction and Context Retrieval with LLMs,,,https://arxiv.org/abs/2608.09779
21.1,0,0,4.7,12.0,0.0,,2608.01732,2026-08-03,05-推荐系统|08-知识图谱,X-KGRank: A Knowledge Graph RAG Framework for Explainable Recommendations via Pattern Mining and LLM Re-Ranking,,recommender,https://arxiv.org/abs/2608.01732
20.9,0,0,4.7,9.0,0.0,,2609.06636,2026-09-06,03-时间序列,TD-STGT: A Spatio-Temporal Graph Transformer for Mobile Traffic Demand Forecasting,,demand forecasting,https://arxiv.org/abs/2609.06636
20.9,0,0,0.0,9.0,5.0,,2609.01861,2026-09-01,16-智能体工程,Belief-Calibrated Optimization: An Explicit World Model for Agentic Optimization,,,https://arxiv.org/abs/2609.01861
20.9,0,0,0.0,12.0,5.0,,2607.26000,2026-07-28,12-ML基础,Empirical Evaluation of Out-Of-Distribution Performance of Tabular Foundation Models,,,https://arxiv.org/abs/2607.26000
20.9,0,0,3.5,12.0,2.5,,2607.14871,2026-07-16,03-时间序列,Asymmetric Peak-Aware Loss for Peak-Critical Time Series Forecasting,,demand forecasting,https://arxiv.org/abs/2607.14871
20.9,0,0,2.4,12.0,5.0,,2606.29778,2026-06-29,16-智能体工程,Mandol: An Agglomerative Agent Memory System for Long-Term Conversations,,,https://arxiv.org/abs/2606.29778
20.8,0,0,0.0,12.0,2.5,,2608.25774,2026-08-26,12-ML基础,EXAONE Tabular 1.0 : Technical Report,,,https://arxiv.org/abs/2608.25774
20.8,0,0,3.5,9.0,2.5,,2608.20425,2026-08-19,16-智能体工程,Who Delegates to AI? Evidence from Agent Configurations in Github,,marketplace,https://arxiv.org/abs/2608.20425
20.8,0,0,2.4,12.0,2.5,,2607.25243,2026-07-28,09-DataAgent-LLM,AuthentiCity: A Multi-Source Provenance-Aware Knowledge Graph and Benchmark for 3D City Models,,,https://arxiv.org/abs/2607.25243
20.7,0,0,0.0,12.0,2.5,,2608.26198,2026-08-25,16-智能体工程,Agentic AI for operating scientific instruments for nanoscale characterization,,,https://arxiv.org/abs/2608.26198
20.7,0,0,0.0,12.0,2.5,,2608.23417,2026-08-24,16-智能体工程,SkillAlchemy: Open-World Agent Skill Creation,,,https://arxiv.org/abs/2608.23417
20.7,0,0,7.0,6.0,2.5,,2608.12680,2026-08-13,03-时间序列|00-电商Agent,Demand Transfer Estimation at Scale via Restricted Logit Modeling,,assortment|demand forecasting,https://arxiv.org/abs/2608.12680
20.7,0,0,1.2,12.0,2.5,,2608.09588,2026-08-10,09-DataAgent-LLM,MDB-Link: Hierarchical Schema Linking for Multi-Database Text-to-SQL,,,https://arxiv.org/abs/2608.09588
20.6,0,0,3.5,12.0,0.0,,2608.10224,2026-08-10,02-A_B实验,Self-evolving Agentic Customer Support System at LinkedIn,,a/b test,https://arxiv.org/abs/2608.10224
20.6,0,0,7.0,9.0,2.5,,2607.05259,2026-07-06,07-NLP-VOC,SalAngaBhava: A Sinhala Market Dataset for Aspect-based Sentiment Analysis,,aspect-based|sentiment,https://arxiv.org/abs/2607.05259
20.5,0,0,0.0,9.0,5.0,,2608.27882,2026-08-28,12-ML基础,SOMTab: Set-Order Mamba for Efficient Tabular In-Context Learning,,,https://arxiv.org/abs/2608.27882
20.5,0,15,1.2,0,2.5,,2607.03233,2026-07-03,08-知识图谱,"Agentic and Generative AI for Open-Source Intelligence and Cyber Investigations: Taxonomy, Evaluation, Challenges, and Future Directions",,,https://arxiv.org/abs/2607.03233
20.4,0,0,1.2,15.0,0.0,,2608.00693,2026-08-01,09-DataAgent-LLM,AttnLink: Turning Attention into Schema Links for Text-to-SQL,,,https://arxiv.org/abs/2608.00693
20.4,0,0,2.4,9.0,5.0,,2607.27056,2026-07-29,16-智能体工程,Setoka: A Benchmark for Hierarchical User Understanding in Personalized Agents over Heterogeneous Data,,,https://arxiv.org/abs/2607.27056
20.4,0,0,10.5,6.0,0.0,,2607.25664,2026-07-28,03-时间序列,Contextual Deconvolution for Variance-Stable Demand Sensing: Kernel-Modulated Operators in Promotional Retail,,catalog|inventory|promotion,https://arxiv.org/abs/2607.25664
20.4,0,15,0.0,0.0,2.5,,2607.14275,2026-07-15,16-智能体工程,AI Agents Do Not Fail Alone:The Context Fails First,,,https://arxiv.org/abs/2607.14275
20.4,0,4,0.0,12.0,2.5,,2607.03659,2026-07-04,12-ML基础,A Fair Benchmarking of Deep Relational Database Learning Models,,,https://arxiv.org/abs/2607.03659
20.3,0,0,0.0,12.0,2.5,,2608.19680,2026-08-20,11-AI人文,Frequency-Aware Continual Learning for Smart Contract Vulnerability Detection with Large Language Models,,,https://arxiv.org/abs/2608.19680
20.3,0,0,8.7,9.0,2.5,,2606.20667,2026-06-12,10-MAS,A Quantum-Assisted Agentic Distributed Artificial Intelligence Framework for Deadline-Bounded Orchestration of Hybrid Renewable Microgrids,,discount,https://arxiv.org/abs/2606.20667
20.2,0,0,0.0,9.0,5.0,,2608.22767,2026-08-24,16-智能体工程,The Retriever Should Remember: Experience-Amortized Reranking for Long-Term Agent Memory,,,https://arxiv.org/abs/2608.22767
20.2,0,4,0.0,9.0,2.5,,2608.05141,2026-08-05,16-智能体工程,OctoLong: Mid-Training On Cross-Repository Code Contexts Enhances Long-Context Modeling,,,https://arxiv.org/abs/2608.05141
20.1,0,4,0.0,6.0,5.0,,2608.10906,2026-08-11,16-智能体工程,GitSkills: A Dataset of Agent Skills on GitHub,,,https://arxiv.org/abs/2608.10906
20.0,0,0,3.5,9.0,2.5,,2608.09685,2026-08-10,05-推荐系统,Adaptive Semantic Capacity Allocation for Parallel Generative Recommendation,,recommender,https://arxiv.org/abs/2608.09685
19.9,0,0,3.5,9.0,2.5,,2608.08303,2026-08-08,16-智能体工程,Query-Only Backdoor Attacks on Self-Evolving Skills via Trajectory Poisoning,,marketplace,https://arxiv.org/abs/2608.08303
19.9,0,4,3.5,3.0,5.0,,2608.01507,2026-08-02,16-智能体工程,Deep Agentic Search for Repository-Level Code Question Answering: An Empirical Study,,return,https://arxiv.org/abs/2608.01507
19.9,0,0,3.5,12.0,0.0,,2608.01471,2026-08-02,11-AI人文,Two-Stage Bengali Sentiment Classification: Domain Adaptation Through Continual Learning and Parameter-Efficient Fine-Tuning,,sentiment,https://arxiv.org/abs/2608.01471
19.8,0,0,0.0,9.0,5.0,,2608.19901,2026-08-20,16-智能体工程,MaliciousSkillBench: A Comprehensive Benchmark for Malicious Agent Skill Detection,,,https://arxiv.org/abs/2608.19901
19.8,0,4,3.5,12.0,0.0,,2606.16703,2026-06-15,05-推荐系统,Harmonizing Semantic and Collaborative in LLMs: Reasoning-based Embedding Generator for Sequential Recommendation,,recommender,https://arxiv.org/abs/2606.16703
19.7,0,0,4.0,6.0,2.5,,2609.05955,2026-09-05,12-ML基础,LoGIC: Budgeted Context Construction for Node-Level Graph In-Context Learning with Tabular Foundation Models,,,https://arxiv.org/abs/2609.05955
19.7,0,0,1.2,9.0,2.5,,2609.03898,2026-09-03,09-DataAgent-LLM,From Data Querying to Data Investigations: Rethinking Natural Language Interfaces for Databases,,,https://arxiv.org/abs/2609.03898
19.7,0,0,7.0,6.0,0.0,,2608.29430,2026-08-29,02-A_B实验|04-供应链|14-用户分析,Content Exploration Beyond the Feed: Creator Supply and the Shared Corpus,,a/b test|recommender,https://arxiv.org/abs/2608.29430
19.7,0,0,0.0,9.0,5.0,,2608.17588,2026-08-18,16-智能体工程,TRUSS: Towards Task-Reliable and User-Safe Automated Agent Skill Generation,,,https://arxiv.org/abs/2608.17588
19.7,0,0,0.0,12.0,2.5,,2608.12990,2026-08-13,16-智能体工程,LycheeMemory V2: Efficient Long-Term Memory for LLM Agents via Semantic Segment-Level Consolidation,,,https://arxiv.org/abs/2608.12990
19.7,0,0,0.0,12.0,2.5,,2608.12845,2026-08-13,05-推荐系统,FSGR: Mitigating Token Frequency Bias for Fair SID-Based Generative Recommendation,,,https://arxiv.org/abs/2608.12845
19.7,0,0,10.5,6.0,0.0,,2607.17719,2026-07-20,00-电商Agent,SR-Agent: An Experience-Driven Agentic Framework for Post-Ranking Strategy Refinement in E-Commerce Recommendation,,a/b test|e-commerce|recommender,https://arxiv.org/abs/2607.17719
19.6,0,0,3.5,9.0,0.0,,2609.05227,2026-09-04,10-MAS,CABAL: Multi-Agent Simulacra for Tracing the Effects of Collusive Bidding in Peer Review,,bidding,https://arxiv.org/abs/2609.05227
19.6,0,0,1.2,9.0,2.5,,2609.02292,2026-09-02,16-智能体工程,SCX Router: Streaming Zero-Shot Model Selection with a Decoder-KV Classifier and a Real-World Task Ontology,,,https://arxiv.org/abs/2609.02292
19.6,0,0,0.0,15.0,0.0,,2608.04174,2026-08-04,03-时间序列|12-ML基础,TS2TabPFN: Time Series Classification and Extrinsic Regression through Feature Extraction and a Tabular Foundation Model,,,https://arxiv.org/abs/2608.04174
19.5,0,0,3.5,6.0,2.5,,2609.10430,2026-09-09,09-DataAgent-LLM,Glyph: A Multi-Strategy Agentic System for Column Description and Sensitivity-Ontology Tagging of Enterprise Data Catalogs,,catalog,https://arxiv.org/abs/2609.10430
19.5,0,0,8.2,4.0,0.0,,2609.07633,2026-09-07,02-A_B实验,Robust A/B Decisions,,a/b test|advertis,https://arxiv.org/abs/2609.07633
19.5,0,0,1.2,9.0,2.5,,2609.05518,2026-08-31,08-知识图谱,CrossModalQA: A Cross-modal and Multi-hop Benchmark for Multimodal Retrieval-augmented Generation,,,https://arxiv.org/abs/2609.05518
19.5,0,0,1.2,12.0,0.0,,2608.25986,2026-08-26,08-知识图谱,Multi-Granularity Context-Enhanced RAG over Multimodal Knowledge Graphs,,,https://arxiv.org/abs/2608.25986
19.5,0,0,2.4,9.0,2.5,,2608.15919,2026-08-16,08-知识图谱,Noesis: Bidirectional Graph-RAG with Adaptive Parallelism and Cross-Knowledge-Base Semantic Discovery,,,https://arxiv.org/abs/2608.15919
19.5,0,0,3.5,6.0,5.0,,2608.09577,2026-08-10,16-智能体工程,ElasticBack: Stealthy Conditional Backdoor in LLM-Agent Skills via Coupled Trigger-Rule Optimization,,supply chain,https://arxiv.org/abs/2608.09577
19.4,0,0,7.0,6.0,0.0,,2608.27287,2026-08-27,02-A_B实验,Astar: Learning to Propose Evolution Directions for Self-Evolving Industrial AI Systems,,a/b test|advertis,https://arxiv.org/abs/2608.27287
19.3,0,0,7.5,6.0,0.0,,2608.19751,2026-08-20,02-A_B实验,GenMatch: An End-to-End Generative Matching Framework for Micro-View Order-Dispatching in Ride-Hailing,,a/b test,https://arxiv.org/abs/2608.19751
19.3,0,0,3.5,6.0,5.0,,2608.07627,2026-08-07,10-MAS,From Single Chatbots to Governed Agent Ecosystems: An Agentic AI Pattern Catalogue and Orchestration Framework for Mission-Critical Hospital Information Management Systems,"International Journal of Innovative Science and Research Technology (IJISRT), 11-2026(5), IJISRT26MAY1651",catalog,https://arxiv.org/abs/2608.07627
19.3,0,0,3.6,9.0,2.5,,2607.29000,2026-07-31,05-推荐系统,PaletteID: Prototype-Composed Semantic Identifiers for Multimodal CTR Prediction,,,https://arxiv.org/abs/2607.29000
19.2,0,0,3.5,6.0,2.5,,2609.05876,2026-09-05,16-智能体工程,FACT: A Forensic Agent with Compiled Tool-Use Trajectories for AI-Generated Image Detection,,return,https://arxiv.org/abs/2609.05876
19.2,0,0,1.2,9.0,2.5,,2608.27796,2026-08-28,09-DataAgent-LLM|16-智能体工程,ReToolSQL: Agentic Reinforcement Learning for Robust Text-to-SQL,,,https://arxiv.org/abs/2608.27796
19.2,0,0,7.0,6.0,0.0,,2608.23992,2026-08-25,16-智能体工程,Hybrid Semantic Tool Discovery for Enterprise MCP Gateway: Architecture and Implementation,,catalog|return,https://arxiv.org/abs/2608.23992
19.2,0,0,7.0,6.0,0.0,,2608.23858,2026-08-24,00-电商Agent,Beyond the Mandate: A Systematic Security Analysis of the Agent Payments Protocol (AP2),,catalog|shopping,https://arxiv.org/abs/2608.23858
19.2,0,0,11.0,3.0,0.0,,2608.12949,2026-08-13,02-A_B实验,Bayesian Inference Procedures for A/B Testing: An Overview,,a/b test|shipping,https://arxiv.org/abs/2608.12949
19.2,0,0,0.0,9.0,5.0,,2608.11888,2026-08-12,16-智能体工程,Agent Skills Can Be Harmful: An Empirical Study of Skill-Induced Failures in LLM Agents,,,https://arxiv.org/abs/2608.11888
19.2,0,0,0.0,12.0,2.5,,2608.06312,2026-08-06,10-MAS,Benchmarking and Enhancing LLMs for Rule-Intensive Review of National Standard Documents,,,https://arxiv.org/abs/2608.06312
19.2,0,0,10.5,3.0,2.5,,2607.17491,2026-07-20,04-供应链,Supply Chain Networks,,inventory|logistics|supply chain,https://arxiv.org/abs/2607.17491
19.2,0,0,2.4,12.0,2.5,,2607.08161,2026-07-09,09-DataAgent-LLM,SQuaD-SQL: Efficient Text-to-SQL with Small Language Models via LLM-Guided Knowledge Distillation,,,https://arxiv.org/abs/2607.08161
19.2,0,11,1.2,3.0,2.5,,2606.29733,2026-06-29,09-DataAgent-LLM,How Far Do On-Prem Open LLMs Get on Text-to-SQL? A Cross-Family Size x Technique Frontier on BIRD,,,https://arxiv.org/abs/2606.29733
19.1,0,0,0.0,15.0,2.5,,2606.31041,2026-06-30,09-DataAgent-LLM,A Semantic-Layer-Mediated Agent for Natural Language to SQL over Heterogeneous Enterprise Databases,,,https://arxiv.org/abs/2606.31041
19.0,0,0,2.4,9.0,2.5,,2608.10319,2026-08-10,16-智能体工程,Do Personalized Skills Help Coding Agents? An Empirical Study of Developer Interaction Histories,,,https://arxiv.org/abs/2608.10319
19.0,0,0,0.0,15.0,2.5,,2606.30266,2026-06-29,11-AI人文,Towards Continual Motion-Language Agents: LoRA Variants for Incremental Motion Understanding and Generation,,,https://arxiv.org/abs/2606.30266
19.0,0,0,7.0,9.0,2.5,,2606.18668,2026-06-17,00-电商Agent,EARS: Explanatory Abstention for Reliable Sub-Agent Modeling in Large-scale Multi-Agent Systems,,e-commerce|return,https://arxiv.org/abs/2606.18668
18.9,0,0,0.0,9.0,2.5,,2609.07956,2026-09-07,12-ML基础,Streaming Hierarchical Inference with Tabular Foundation Models,,,https://arxiv.org/abs/2609.07956
18.9,0,0,3.5,6.0,2.5,,2609.02067,2026-09-02,16-智能体工程,ToolGate: An Executable Acceptance Pipeline for Tool-Dependent Scientific Benchmark Construction,,return,https://arxiv.org/abs/2609.02067
18.9,0,0,0.0,12.0,2.5,,2608.02412,2026-08-03,12-ML基础,Why Large Language Models Fail at Tabular Prediction,,,https://arxiv.org/abs/2608.02412
18.9,0,0,1.2,15.0,0.0,,2607.11207,2026-07-13,09-DataAgent-LLM,ProgramTab: Boosting Table Reasoning of LLMs via Programmatic Paradigm,,,https://arxiv.org/abs/2607.11207
18.8,0,0,0.0,9.0,5.0,,2608.07639,2026-08-07,16-智能体工程,SkillConsist: Detecting Inconsistencies in Agent Skills via Bidirectional Graph Alignment,,,https://arxiv.org/abs/2608.07639
18.8,0,0,1.2,12.0,2.5,,2607.20560,2026-07-17,08-知识图谱,Chronofy: A Temporal-Logical Decay Architecture for Information Validity in Time-Aware Retrieval-Augmented Generation,,,https://arxiv.org/abs/2607.20560
18.8,0,0,7.0,9.0,0.0,,2607.13977,2026-07-15,07-NLP-VOC,Constraint-Aware Counterfactual Editing for Aspect-Based Sentiment Analysis,,aspect-based|sentiment,https://arxiv.org/abs/2607.13977
18.6,0,0,4.7,9.0,0.0,,2608.08417,2026-08-09,05-推荐系统,Personalized Communication Skills for Agentic Recommender Systems,,recommender,https://arxiv.org/abs/2608.08417
